dir,json_model_name,file,leaderboard,leaderboard_bbh,leaderboard_bbh_boolean_expressions,leaderboard_bbh_causal_judgement,leaderboard_bbh_date_understanding,leaderboard_bbh_disambiguation_qa,leaderboard_bbh_formal_fallacies,leaderboard_bbh_geometric_shapes,leaderboard_bbh_hyperbaton,leaderboard_bbh_logical_deduction_five_objects,leaderboard_bbh_logical_deduction_seven_objects,leaderboard_bbh_logical_deduction_three_objects,leaderboard_bbh_movie_recommendation,leaderboard_bbh_navigate,leaderboard_bbh_object_counting,leaderboard_bbh_penguins_in_a_table,leaderboard_bbh_reasoning_about_colored_objects,leaderboard_bbh_ruin_names,leaderboard_bbh_salient_translation_error_detection,leaderboard_bbh_snarks,leaderboard_bbh_sports_understanding,leaderboard_bbh_temporal_sequences,leaderboard_bbh_tracking_shuffled_objects_five_objects,leaderboard_bbh_tracking_shuffled_objects_seven_objects,leaderboard_bbh_tracking_shuffled_objects_three_objects,leaderboard_bbh_web_of_lies,leaderboard_gpqa,leaderboard_gpqa_diamond,leaderboard_gpqa_extended,leaderboard_gpqa_main,leaderboard_ifeval,leaderboard_math_hard,leaderboard_math_algebra_hard,leaderboard_math_counting_and_prob_hard,leaderboard_math_geometry_hard,leaderboard_math_intermediate_algebra_hard,leaderboard_math_num_theory_hard,leaderboard_math_prealgebra_hard,leaderboard_math_precalculus_hard,leaderboard_mmlu_pro,leaderboard_musr,leaderboard_musr_murder_mysteries,leaderboard_musr_object_placements,leaderboard_musr_team_allocation,leaderboard_arc_challenge
LeroyDyer_Mixtral_AI_SwahiliTron_7b,LeroyDyer/Mixtral_AI_SwahiliTron_7b,results_2025-02-13T18-27-04.338360.json,29.977947853158643,30.15101544870682,46.0,51.87165775401069,22.400000000000002,31.2,46.800000000000004,0.0,48.4,20.0,14.799999999999999,34.0,26.0,42.0,19.6,26.71232876712329,18.4,24.4,21.6,49.43820224719101,49.2,26.0,20.0,14.000000000000002,31.6,48.8,26.51006711409396,26.767676767676768,27.106227106227106,25.669642857142854,11.460258780036968,1.3595166163141994,1.6286644951140066,1.6260162601626018,0.7575757575757576,0.35714285714285715,0.6493506493506493,3.6269430051813467,0.7407407407407408,12.076130319148938,34.12698412698413,49.2,24.609375,28.799999999999997,
LeroyDyer_SpydazWebAI_Human_AGI,LeroyDyer/SpydazWebAI_Human_AGI,results_2025-02-13T18-27-04.338360.json,33.19496692177974,33.37962159347336,69.19999999999999,54.54545454545454,33.2,31.2,50.8,12.0,52.400000000000006,19.2,13.200000000000001,34.4,44.800000000000004,42.0,29.599999999999998,31.506849315068493,18.4,20.0,16.0,48.31460674157304,53.6,20.8,17.2,15.6,33.2,48.8,28.27181208053691,25.252525252525253,28.57142857142857,29.24107142857143,31.97781885397412,1.4350453172205437,1.6286644951140066,0.8130081300813009,1.5151515151515151,0.7142857142857143,1.2987012987012987,3.6269430051813467,0.0,14.785571808510639,39.55026455026455,50.0,25.390625,43.6,
LeroyDyer_SpydazWebAI_Human_AGI_001,LeroyDyer/SpydazWebAI_Human_AGI_001,results_2025-02-13T18-27-04.338360.json,34.01219354001816,34.1086616906787,68.8,51.87165775401069,30.8,56.39999999999999,53.6,15.6,54.400000000000006,19.6,12.8,34.8,46.400000000000006,42.0,24.4,28.08219178082192,17.2,20.8,11.200000000000001,46.06741573033708,52.400000000000006,22.0,17.2,15.6,33.2,48.8,29.86577181208054,27.77777777777778,30.952380952380953,29.464285714285715,29.02033271719039,1.9637462235649545,2.2801302931596092,0.8130081300813009,3.0303030303030303,1.0714285714285714,3.2467532467532463,2.5906735751295336,0.7407407407407408,14.261968085106384,39.81481481481482,52.0,24.21875,43.6,
LeroyDyer_SpydazWeb_AI_CyberTron_Ultra_7b,LeroyDyer/SpydazWeb_AI_CyberTron_Ultra_7b,results_2025-02-13T18-27-04.338360.json,44.33778700220522,47.85627495226523,80.80000000000001,57.21925133689839,44.800000000000004,68.8,46.800000000000004,38.0,64.8,43.2,39.6,66.0,78.8,45.2,37.2,43.15068493150685,45.6,45.6,44.0,67.41573033707866,76.0,14.399999999999999,16.400000000000002,11.200000000000001,30.8,48.8,29.278523489932883,26.262626262626267,31.5018315018315,27.901785714285715,12.199630314232902,1.3595166163141994,2.6058631921824107,0.0,1.5151515151515151,0.35714285714285715,0.6493506493506493,3.1088082901554404,0.0,28.65691489361702,41.269841269841265,54.400000000000006,29.6875,40.0,
LeroyDyer_SpydazWeb_AI_HumanAGI_001_M2,LeroyDyer/SpydazWeb_AI_HumanAGI_001_M2,results_2025-02-13T18-27-04.338360.json,45.271760280191984,48.68946363478563,79.2,61.49732620320856,45.2,60.0,57.199999999999996,35.199999999999996,55.60000000000001,45.6,38.0,68.8,70.39999999999999,46.400000000000006,25.2,41.78082191780822,48.4,59.599999999999994,44.800000000000004,63.48314606741573,81.2,34.4,19.6,16.0,27.6,48.0,28.942953020134226,29.292929292929294,28.57142857142857,29.24107142857143,38.07763401109057,3.8519637462235647,5.211726384364821,2.4390243902439024,0.0,0.7142857142857143,6.493506493506493,8.808290155440414,2.2222222222222223,30.0531914893617,44.97354497354497,55.2,37.890625,42.0,
LeroyDyer_SpydazWeb_AI_HumanAGI_002,LeroyDyer/SpydazWeb_AI_HumanAGI_002,results_2025-02-13T18-27-04.338360.json,46.72460760150474,50.21697621940635,80.4,62.03208556149733,46.800000000000004,66.4,49.6,44.0,54.800000000000004,46.0,40.0,70.39999999999999,78.0,61.6,36.0,45.89041095890411,40.400000000000006,56.00000000000001,45.2,64.60674157303372,81.6,26.0,20.4,14.399999999999999,31.6,48.4,28.691275167785236,27.77777777777778,29.120879120879124,28.57142857142857,37.15341959334565,6.646525679758309,12.703583061889251,2.4390243902439024,1.5151515151515151,1.0714285714285714,1.948051948051948,17.616580310880828,2.9629629629629632,30.585106382978722,48.544973544973544,56.8,35.546875,53.6,
LeroyDyer_SpydazWeb_AI_HumanAI_001,LeroyDyer/SpydazWeb_AI_HumanAI_001,results_2025-02-13T18-27-04.338360.json,33.091192113114545,33.2581149106058,68.0,52.406417112299465,24.4,51.6,53.2,0.0,52.400000000000006,21.2,12.8,37.2,41.199999999999996,42.0,31.6,26.027397260273972,16.8,20.8,16.400000000000002,42.13483146067416,57.199999999999996,20.4,17.2,15.6,33.2,48.8,28.859060402684566,27.77777777777778,30.4029304029304,27.455357142857146,18.299445471349355,1.6616314199395772,2.2801302931596092,3.2520325203252036,1.5151515151515151,0.0,2.5974025974025974,2.5906735751295336,0.0,12.70777925531915,38.492063492063494,51.2,24.609375,40.0,
LeroyDyer_SpydazWeb_AI_HumanAI_006,LeroyDyer/SpydazWeb_AI_HumanAI_006,results_2025-02-13T18-27-04.338360.json,32.23504994162667,32.66793959382051,71.2,51.87165775401069,20.4,38.4,56.00000000000001,21.2,48.4,21.2,10.0,35.199999999999996,34.0,42.0,24.0,25.34246575342466,16.8,18.0,12.0,55.61797752808989,49.2,24.4,20.4,15.2,32.800000000000004,48.8,28.02013422818792,28.78787878787879,28.388278388278387,27.232142857142854,9.426987060998151,1.0574018126888218,1.9543973941368076,0.8130081300813009,0.7575757575757576,0.7142857142857143,0.0,2.072538860103627,0.0,11.353058510638297,35.58201058201058,49.6,23.4375,34.0,
LeroyDyer_SpydazWeb_AI_HumanAI_007,LeroyDyer/SpydazWeb_AI_HumanAI_007,results_2025-02-13T18-27-04.338360.json,33.84355947593722,33.95243881270613,71.2,51.87165775401069,26.400000000000002,60.8,53.2,7.6,54.800000000000004,18.8,13.600000000000001,36.8,42.0,42.0,28.799999999999997,22.602739726027394,16.400000000000002,18.0,11.200000000000001,51.68539325842697,53.2,24.0,17.2,15.6,33.2,48.8,28.859060402684566,27.27272727272727,29.48717948717949,28.794642857142854,31.608133086876155,2.2658610271903323,2.2801302931596092,1.6260162601626018,3.0303030303030303,1.7857142857142856,1.948051948051948,4.145077720207254,0.7407407407407408,13.522273936170212,40.87301587301587,51.6,29.6875,41.6,
LeroyDyer_SpydazWeb_AI_HumanAI_009_CHAT,LeroyDyer/SpydazWeb_AI_HumanAI_009_CHAT,results_2025-02-13T18-27-04.338360.json,32.974445453366194,32.89359486200312,78.4,53.475935828877006,27.6,39.2,47.199999999999996,18.0,48.8,19.6,14.000000000000002,34.8,32.0,42.0,26.0,20.54794520547945,16.8,22.8,12.4,47.19101123595505,54.400000000000006,20.4,21.2,14.799999999999999,33.2,48.8,28.104026845637588,26.262626262626267,29.853479853479854,26.785714285714285,26.247689463955638,1.6616314199395772,0.9771986970684038,1.6260162601626018,1.5151515151515151,1.0714285714285714,2.5974025974025974,3.6269430051813467,0.7407407407407408,14.32845744680851,41.269841269841265,53.6,28.125,42.4,
LeroyDyer_SpydazWeb_AI_HumanAI_010_CHAT,LeroyDyer/SpydazWeb_AI_HumanAI_010_CHAT,results_2025-02-13T18-27-04.338360.json,32.83175509145155,33.153966325290746,76.8,53.475935828877006,23.599999999999998,32.800000000000004,50.4,12.4,56.8,19.6,18.0,34.4,37.6,42.0,28.000000000000004,23.972602739726025,17.2,19.6,15.2,46.06741573033708,55.60000000000001,19.2,19.6,16.400000000000002,33.2,48.8,25.922818791946305,24.747474747474747,26.923076923076923,25.223214285714285,19.223659889094268,1.812688821752266,1.6286644951140066,2.4390243902439024,3.0303030303030303,0.35714285714285715,2.5974025974025974,3.6269430051813467,0.0,14.303523936170212,41.269841269841265,52.0,28.515625,43.6,
LeroyDyer_SpydazWeb_AI_HumanAI_011_INSTRUCT,LeroyDyer/SpydazWeb_AI_HumanAI_011_INSTRUCT,results_2025-02-13T18-27-04.338360.json,34.32351796601375,35.13278944627668,74.4,51.87165775401069,28.4,32.800000000000004,53.2,30.0,53.2,21.6,12.4,35.6,39.6,57.599999999999994,37.2,23.972602739726025,18.4,20.4,13.600000000000001,44.38202247191011,58.8,22.400000000000002,18.0,15.2,33.2,49.2,27.936241610738254,23.737373737373737,30.586080586080588,26.5625,29.20517560073937,1.4350453172205437,0.9771986970684038,1.6260162601626018,1.5151515151515151,1.4285714285714286,1.2987012987012987,2.5906735751295336,0.7407407407407408,15.949135638297873,38.22751322751323,48.8,27.34375,38.800000000000004,
LeroyDyer_SpydazWeb_AI_HumanAI_011_INSTRUCT_ML,LeroyDyer/SpydazWeb_AI_HumanAI_011_INSTRUCT_ML,results_2025-02-13T18-27-04.338360.json,38.344791801790116,39.697969102586356,74.8,56.14973262032086,25.6,60.0,45.6,31.6,60.8,26.8,18.8,44.800000000000004,64.4,49.6,23.599999999999998,28.08219178082192,17.2,32.0,36.0,53.93258426966292,66.4,20.4,21.2,14.799999999999999,34.0,49.6,29.278523489932883,30.303030303030305,31.135531135531135,26.5625,34.750462107208875,2.56797583081571,3.5830618892508146,2.4390243902439024,3.0303030303030303,0.7142857142857143,2.5974025974025974,4.145077720207254,1.4814814814814816,20.18783244680851,42.32804232804233,51.2,34.375,41.6,
LeroyDyer_SpydazWeb_AI_HumanAI_011_INSTRUCT_ML_r1,LeroyDyer/SpydazWeb_AI_HumanAI_011_INSTRUCT_ML_r1,results_2025-02-13T18-27-04.338360.json,44.50642106628616,48.359659781287974,80.0,59.35828877005348,47.199999999999996,68.0,49.2,32.0,58.4,43.6,37.2,67.60000000000001,74.0,50.0,39.2,44.52054794520548,41.199999999999996,60.0,38.4,62.92134831460674,78.8,23.200000000000003,16.0,14.000000000000002,34.0,47.199999999999996,29.278523489932883,29.292929292929294,30.952380952380953,27.232142857142854,38.632162661737524,5.5135951661631415,9.120521172638437,4.878048780487805,0.7575757575757576,1.0714285714285714,1.948051948051948,15.025906735751295,2.2222222222222223,29.562832446808514,39.15343915343915,53.6,31.640625,32.4,
LeroyDyer_SpydazWeb_AI_HumanAI_012_INSTRUCT_IA,LeroyDyer/SpydazWeb_AI_HumanAI_012_INSTRUCT_IA,results_2025-02-13T18-27-04.338360.json,42.71630561681152,45.39142509980906,74.4,56.68449197860963,30.0,47.599999999999994,53.2,37.6,51.6,44.4,34.0,58.4,65.60000000000001,52.0,40.400000000000006,40.41095890410959,28.4,59.199999999999996,32.800000000000004,74.15730337078652,75.6,24.0,20.0,11.600000000000001,35.199999999999996,51.2,29.949664429530205,32.323232323232325,31.318681318681318,27.232142857142854,26.432532347504623,4.45619335347432,5.211726384364821,4.878048780487805,2.272727272727273,2.5,3.896103896103896,9.32642487046632,2.2222222222222223,23.179853723404257,42.46031746031746,51.2,32.421875,44.0,
LeroyDyer_SpydazWeb_AI_HumanAI_012_INSTRUCT_MX,LeroyDyer/SpydazWeb_AI_HumanAI_012_INSTRUCT_MX,results_2025-02-13T18-27-04.338360.json,31.223245557141006,31.24457559451484,76.0,51.87165775401069,14.399999999999999,28.799999999999997,46.800000000000004,4.0,48.4,21.2,15.2,35.6,27.6,42.0,19.6,28.08219178082192,16.0,20.0,15.6,46.06741573033708,59.599999999999994,26.0,16.400000000000002,13.600000000000001,32.4,52.800000000000004,29.110738255033556,28.78787878787879,28.205128205128204,30.357142857142854,28.09611829944547,1.5105740181268883,3.257328990228013,1.6260162601626018,2.272727272727273,0.0,1.2987012987012987,1.5544041450777202,0.0,11.070478723404255,34.39153439153439,48.0,28.515625,26.8,
LeroyDyer_SpydazWeb_AI_HumanAI_012_INSTRUCT_XA,LeroyDyer/SpydazWeb_AI_HumanAI_012_INSTRUCT_XA,results_2025-02-13T18-27-04.338360.json,42.13257231806979,44.471445929526126,76.0,59.893048128342244,33.6,49.6,54.800000000000004,45.2,51.6,38.4,29.2,50.4,63.2,56.00000000000001,42.0,33.56164383561644,23.200000000000003,46.0,36.0,76.40449438202246,76.4,18.0,21.6,11.200000000000001,34.8,48.8,31.29194630872483,31.818181818181817,32.234432234432234,29.910714285714285,35.48983364140481,4.003021148036254,7.81758957654723,1.6260162601626018,1.5151515151515151,0.35714285714285715,2.5974025974025974,9.32642487046632,1.4814814814814816,23.88630319148936,41.4021164021164,53.6,31.640625,39.2,
LeroyDyer_SpydazWeb_AI_HumanAI_RP,LeroyDyer/SpydazWeb_AI_HumanAI_RP,results_2025-02-13T18-27-04.338360.json,32.80581138928525,33.119250130185726,72.8,51.87165775401069,26.0,35.6,53.2,8.799999999999999,48.4,19.2,15.6,35.199999999999996,38.0,42.0,32.800000000000004,21.91780821917808,15.6,20.8,12.0,42.13483146067416,59.599999999999994,25.6,21.2,17.2,33.2,48.8,27.516778523489933,26.767676767676768,27.83882783882784,27.455357142857146,21.072088724584106,1.283987915407855,1.9543973941368076,0.8130081300813009,0.7575757575757576,1.0714285714285714,0.6493506493506493,2.5906735751295336,0.0,13.23969414893617,38.75661375661375,50.8,30.078125,35.6,
LeroyDyer_SpydazWeb_AI_HumanAI_TextVision,LeroyDyer/SpydazWeb_AI_HumanAI_TextVision,results_2025-02-13T18-27-04.338360.json,33.16902321961344,33.188682520395766,67.2,51.87165775401069,25.2,43.2,52.0,4.0,55.2,20.4,12.4,35.199999999999996,44.800000000000004,42.0,33.2,26.027397260273972,14.799999999999999,15.2,12.0,56.17977528089888,52.400000000000006,24.0,19.6,16.0,33.2,48.8,29.194630872483224,27.27272727272727,31.684981684981683,27.00892857142857,26.247689463955638,1.4350453172205437,1.3029315960912053,0.0,2.272727272727273,0.7142857142857143,2.5974025974025974,2.072538860103627,1.4814814814814816,13.871343085106384,39.285714285714285,54.0,26.953125,37.2,
LeroyDyer_SpydazWeb_HumanAI_M1,LeroyDyer/SpydazWeb_HumanAI_M1,results_2025-02-13T18-27-04.338360.json,34.19379945518226,35.41051900711682,75.2,55.080213903743314,26.8,49.2,48.8,11.600000000000001,57.599999999999994,19.6,17.599999999999998,36.4,54.400000000000006,46.400000000000006,22.0,24.65753424657534,13.600000000000001,28.799999999999997,25.2,52.24719101123596,54.800000000000004,20.0,17.599999999999998,15.6,33.2,48.8,26.76174496644295,24.242424242424242,27.28937728937729,27.232142857142854,32.16266173752311,2.492447129909366,3.257328990228013,2.4390243902439024,2.272727272727273,1.0714285714285714,3.2467532467532463,4.145077720207254,0.7407407407407408,16.63065159574468,36.64021164021164,51.6,27.734375,30.8,
LeroyDyer_SpydazWeb_HumanAI_M2,LeroyDyer/SpydazWeb_HumanAI_M2,results_2025-02-13T18-27-04.338360.json,37.22921260863925,39.12515188335359,76.4,54.01069518716578,34.0,58.8,46.800000000000004,26.0,66.8,27.6,19.6,38.4,68.4,42.4,23.200000000000003,33.56164383561644,16.8,29.599999999999998,31.6,49.43820224719101,63.2,18.0,22.8,13.200000000000001,34.0,48.8,27.936241610738254,23.737373737373737,29.48717948717949,27.901785714285715,35.304990757855826,2.8700906344410875,4.88599348534202,2.4390243902439024,2.272727272727273,1.4285714285714286,3.2467532467532463,3.1088082901554404,1.4814814814814816,20.10472074468085,37.43386243386244,50.0,27.34375,35.199999999999996,
LeroyDyer_SpydazWeb_HumanAI_M3,LeroyDyer/SpydazWeb_HumanAI_M3,results_2025-02-13T18-27-04.338360.json,31.11947074847581,30.914771741017184,63.6,52.406417112299465,17.599999999999998,30.4,53.2,12.8,47.199999999999996,16.400000000000002,14.799999999999999,33.2,30.8,42.0,27.200000000000003,22.602739726027394,16.400000000000002,21.2,12.0,53.93258426966292,46.800000000000004,21.2,17.599999999999998,16.0,33.2,48.0,27.097315436241608,23.737373737373737,28.93772893772894,26.339285714285715,18.299445471349355,0.906344410876133,1.3029315960912053,1.6260162601626018,0.7575757575757576,0.35714285714285715,1.948051948051948,0.5181347150259068,0.0,11.486037234042554,39.021164021164026,49.2,23.828125,44.4,
LeroyDyer__Spydaz_Web_AI_12,LeroyDyer/_Spydaz_Web_AI_12,results_2025-02-13T18-27-04.338360.json,31.02866779089376,31.279291789619855,60.8,51.87165775401069,18.4,31.2,53.2,11.600000000000001,51.6,20.4,12.8,33.6,25.2,42.0,27.200000000000003,23.972602739726025,13.600000000000001,26.0,14.399999999999999,53.37078651685393,48.0,26.0,16.8,15.2,33.2,48.8,26.845637583892618,23.737373737373737,26.923076923076923,28.125,24.58410351201479,1.3595166163141994,1.6286644951140066,2.4390243902439024,0.7575757575757576,1.0714285714285714,1.948051948051948,1.5544041450777202,0.0,11.36968085106383,35.714285714285715,49.2,23.046875,35.199999999999996,
LeroyDyer__Spydaz_Web_AI_14,LeroyDyer/_Spydaz_Web_AI_14,results_2025-02-13T18-27-04.338360.json,29.614736022830456,29.682346814789103,46.400000000000006,47.593582887700535,20.4,31.2,51.6,7.6,50.0,19.6,14.399999999999999,33.2,20.4,51.2,21.6,20.54794520547945,8.0,28.000000000000004,17.599999999999998,44.38202247191011,46.0,26.0,20.4,14.399999999999999,28.799999999999997,48.0,26.593959731543627,26.767676767676768,26.00732600732601,27.232142857142854,12.754158964879853,1.2084592145015105,0.6514657980456027,1.6260162601626018,2.272727272727273,1.0714285714285714,0.6493506493506493,2.072538860103627,0.7407407407407408,11.394614361702128,33.86243386243386,49.6,22.65625,29.599999999999998,
LeroyDyer__Spydaz_Web_AI_BIBLE_002,LeroyDyer/_Spydaz_Web_AI_BIBLE_002,results_2025-02-13T18-27-04.338360.json,32.07938772862888,32.58114910605798,76.0,51.87165775401069,25.2,30.0,49.2,10.4,51.6,20.0,13.600000000000001,33.6,38.800000000000004,42.0,24.4,23.972602739726025,16.400000000000002,22.8,12.0,53.93258426966292,50.0,26.0,20.8,14.799999999999999,33.2,48.8,28.439597315436245,26.262626262626267,29.853479853479854,27.67857142857143,17.005545286506468,1.7371601208459215,1.6286644951140066,1.6260162601626018,0.7575757575757576,0.7142857142857143,2.5974025974025974,4.66321243523316,0.0,13.680186170212766,33.99470899470899,50.8,24.609375,26.8,
LeroyDyer__Spydaz_Web_AI_ChatML_002,LeroyDyer/_Spydaz_Web_AI_ChatML_002,results_2025-02-13T18-27-04.338360.json,30.509793747567777,30.75854886304461,62.4,54.54545454545454,14.799999999999999,31.2,44.800000000000004,28.000000000000004,50.0,19.2,14.000000000000002,36.0,25.2,42.0,12.8,19.863013698630137,12.4,22.8,11.200000000000001,51.12359550561798,46.800000000000004,28.4,20.0,14.399999999999999,34.8,48.8,25.75503355704698,25.757575757575758,26.923076923076923,24.330357142857142,22.36598890942699,1.1329305135951662,1.6286644951140066,0.8130081300813009,1.5151515151515151,0.35714285714285715,1.2987012987012987,2.072538860103627,0.0,10.945811170212766,36.11111111111111,51.2,21.09375,36.4,
LeroyDyer__Spydaz_Web_AI_ChatQA,LeroyDyer/_Spydaz_Web_AI_ChatQA,results_2025-02-13T18-27-04.338360.json,31.391879621221946,31.990973789272697,46.800000000000004,53.475935828877006,21.2,42.8,53.2,0.8,51.6,20.4,15.2,37.2,30.0,57.99999999999999,30.8,24.65753424657534,7.6,19.2,24.8,54.49438202247191,47.599999999999994,18.8,21.2,14.799999999999999,33.2,48.8,26.593959731543627,23.737373737373737,25.274725274725274,29.464285714285715,11.829944547134936,0.9818731117824773,0.9771986970684038,0.0,0.0,0.7142857142857143,2.5974025974025974,1.5544041450777202,0.7407407407407408,14.752327127659576,34.39153439153439,51.2,24.21875,28.000000000000004,
LeroyDyer__Spydaz_Web_AI_ChatQA_003,LeroyDyer/_Spydaz_Web_AI_ChatQA_003,results_2025-02-13T18-27-04.338360.json,31.3529640679725,31.34872417982989,57.599999999999994,52.406417112299465,22.0,31.2,48.8,13.600000000000001,51.6,19.6,13.200000000000001,33.6,26.0,42.0,23.599999999999998,24.65753424657534,12.8,28.4,16.0,53.37078651685393,50.4,26.0,17.2,15.2,33.2,48.8,27.097315436241608,25.757575757575758,28.021978021978022,26.5625,17.190388170055453,1.0574018126888218,1.3029315960912053,0.0,1.5151515151515151,0.7142857142857143,1.948051948051948,1.5544041450777202,0.0,11.328125,38.095238095238095,48.4,26.953125,39.2,
LightningRodLabs_Flashlight-v1.0,LightningRodLabs/Flashlight-v1.0,results_2025-02-13T18-27-04.338360.json,60.513685302892725,68.52976913730255,90.0,66.84491978609626,74.8,69.19999999999999,74.8,40.8,83.6,68.0,60.8,92.80000000000001,75.6,72.39999999999999,61.199999999999996,73.97260273972603,87.2,88.4,57.199999999999996,82.02247191011236,77.60000000000001,100.0,28.4,32.0,36.0,56.8,34.22818791946309,32.323232323232325,35.714285714285715,33.25892857142857,69.68576709796673,49.69788519637463,70.03257328990227,56.91056910569105,30.303030303030305,24.285714285714285,60.3896103896104,69.43005181347151,28.14814814814815,54.02260638297872,40.87301587301587,52.400000000000006,23.828125,46.800000000000004,
LightningRodLabs_Flashlight-v1.1,LightningRodLabs/Flashlight-v1.1,results_2025-02-13T18-27-04.338360.json,60.630431962641076,68.8074986981427,90.0,65.24064171122996,74.8,71.2,76.0,42.8,86.0,67.60000000000001,62.8,93.60000000000001,76.0,71.2,62.0,73.97260273972603,86.8,88.8,59.199999999999996,81.46067415730337,76.8,100.0,26.400000000000002,30.8,36.4,56.39999999999999,33.9765100671141,30.808080808080806,35.714285714285715,33.25892857142857,68.02218114602587,53.24773413897282,78.17589576547232,60.97560975609756,32.57575757575758,21.785714285714285,67.53246753246754,71.50259067357513,32.592592592592595,54.15558510638297,40.34391534391534,51.6,23.828125,46.0,
LightningRodLabs_Flashlight-v1.2,LightningRodLabs/Flashlight-v1.2,results_2025-02-13T18-27-04.338360.json,32.196134388377224,32.25134525256032,46.0,51.87165775401069,21.6,39.2,46.800000000000004,27.200000000000003,51.6,23.599999999999998,16.0,26.0,44.800000000000004,42.0,4.3999999999999995,28.08219178082192,24.8,38.0,12.0,53.93258426966292,46.0,21.6,21.2,14.399999999999999,33.6,48.8,23.573825503355707,21.71717171717172,24.725274725274726,22.991071428571427,36.96857670979667,15.55891238670695,20.521172638436482,18.69918699186992,8.333333333333332,3.571428571428571,14.285714285714285,37.30569948186528,3.7037037037037033,24.850398936170212,45.370370370370374,51.2,24.609375,60.8,
Lil-R_2_PRYMMAL-ECE-2B-SLERP-V1,Lil-R/2_PRYMMAL-ECE-2B-SLERP-V1,results_2025-02-13T18-27-04.338360.json,40.97807757166947,42.77035236938032,74.8,58.288770053475936,44.800000000000004,44.800000000000004,53.2,52.0,51.6,23.599999999999998,29.2,39.6,68.8,60.0,35.6,34.93150684931507,32.800000000000004,38.0,41.199999999999996,48.87640449438202,69.6,10.8,17.2,16.400000000000002,30.4,52.400000000000006,30.620805369127517,29.797979797979796,30.586080586080588,31.026785714285715,54.71349353049908,9.138972809667674,20.195439739413683,1.6260162601626018,3.787878787878788,2.142857142857143,4.545454545454546,19.689119170984455,0.7407407407407408,26.778590425531917,43.65079365079365,55.60000000000001,31.640625,44.0,
Lil-R_2_PRYMMAL-ECE-2B-SLERP-V2,Lil-R/2_PRYMMAL-ECE-2B-SLERP-V2,results_2025-02-13T18-27-04.338360.json,41.56181087041121,43.5861829543482,76.4,57.21925133689839,47.599999999999994,45.2,52.400000000000006,51.6,54.400000000000006,24.4,26.8,37.2,66.8,60.4,37.6,40.41095890410959,34.0,43.2,41.199999999999996,51.12359550561798,68.4,16.400000000000002,17.2,18.8,31.6,50.0,29.78187919463087,28.78787878787879,30.76923076923077,29.017857142857146,52.495378927911275,9.441087613293051,22.80130293159609,3.2520325203252036,3.0303030303030303,1.7857142857142856,8.441558441558442,15.025906735751295,0.0,27.44348404255319,44.70899470899471,56.00000000000001,31.25,47.199999999999996,
Lil-R_2_PRYMMAL-ECE-7B-SLERP,Lil-R/2_PRYMMAL-ECE-7B-SLERP,results_2025-02-13T18-27-04.338360.json,,,84.8,56.14973262032086,55.60000000000001,66.4,62.4,53.2,56.39999999999999,50.8,50.0,74.8,65.2,66.4,40.400000000000006,57.534246575342465,63.2,68.0,53.2,71.91011235955057,71.2,47.599999999999994,21.6,17.2,26.8,52.800000000000004,,34.34343434343434,29.120879120879124,31.919642857142854,55.08317929759704,36.329305135951664,63.51791530944625,34.146341463414636,23.484848484848484,12.142857142857142,33.116883116883116,56.994818652849744,13.333333333333334,45.071476063829785,,54.400000000000006,38.28125,39.2,
Lil-R_2_PRYMMAL-ECE-7B-SLERP-V1,Lil-R/2_PRYMMAL-ECE-7B-SLERP-V1,results_2025-02-13T18-27-04.338360.json,30.302244130237384,30.237805936469364,46.0,51.87165775401069,17.2,39.6,49.6,20.0,51.6,19.6,14.399999999999999,34.4,22.0,42.0,6.800000000000001,21.232876712328768,11.200000000000001,28.000000000000004,18.8,48.31460674157304,46.0,26.8,20.0,16.0,32.4,48.8,25.083892617449667,21.21212121212121,25.274725274725274,26.5625,7.024029574861368,0.0755287009063444,0.0,0.0,0.0,0.35714285714285715,0.0,0.0,0.0,11.236702127659575,39.021164021164026,48.0,28.125,41.199999999999996,
Lil-R_2_PRYMMAL-ECE-7B-SLERP-V2,Lil-R/2_PRYMMAL-ECE-7B-SLERP-V2,results_2025-02-13T18-27-04.338360.json,30.302244130237384,30.237805936469364,46.0,51.87165775401069,17.2,39.6,49.6,20.0,51.6,19.6,14.399999999999999,34.4,22.0,42.0,6.800000000000001,21.232876712328768,11.200000000000001,28.000000000000004,18.8,48.31460674157304,46.0,26.8,20.0,16.0,32.4,48.8,25.083892617449667,21.21212121212121,25.274725274725274,26.5625,7.024029574861368,0.0755287009063444,0.0,0.0,0.0,0.35714285714285715,0.0,0.0,0.0,11.236702127659575,39.021164021164026,48.0,28.125,41.199999999999996,
